Criterion,Intent
Ability to understand and willingness to sign a written informed consent.,able-to-consent
"Ability to understand and willingness to sign an IRB approved written informed consent document (or that of legally authorized representative, if applicable).",able-to-consent
Ability to understand and willingness to sign Institutional Review Board (IRB)-approved informed consent.,able-to-consent
"Ability to understand and/or the willingness of the patient (or parent or legally authorized representative, if minor) to provide informed consent, using an institutionally approved informed consent procedure.",able-to-consent
Ability to understand the protocol and provide informed consent,able-to-consent
Ability to understand the purpose and risks of the study and provide signed and dated ICF and authorization to use protected health information.,able-to-consent
Ability to understand the purpose and risks of the study and provide signed and dated informed consent and authorization to use protected health information,able-to-consent
Ability to understand the purpose and risks of the study and provide signed and dated informed consent and authorization to use protected health information (in accordance with national and local subject privacy regulations),able-to-consent
Ability to understand the purpose and risks of the study and provide signed and dated informed consent and authorization to use protected health information (in accordance with national and local subject privacy regulations).,able-to-consent
Ability to understand the purpose and risks of the study and provide signed and dated informed consent and authorization to use protected health information.,able-to-consent
"Ability to understand the requirements of the study, provide written informed consent and authorization of use and disclosure of protected health information, and agreement to abide by the study restrictions and to return to the clinic for the required assessments.",able-to-consent
"Ability to understand, and willingness to sign, a written informed consent document.",able-to-consent
Able and willing to provide informed consent,able-to-consent
"Able and willing to provide written, signed informed consent (assent as appropriate)",able-to-consent
Able to and provides IRB approved study specific written informed consent.,able-to-consent
Able to comprehend the investigational nature of the protocol and provide informed consent,able-to-consent
Able to comprehend the investigational nature of the protocol and provide informed consent.,able-to-consent
Able to give consent,able-to-consent
Able to give informed consent,able-to-consent
Able to give informed consent.,able-to-consent
Able to provide informed consent,able-to-consent
Able to provide informed consent to the donation process,able-to-consent
Able to provide informed written consent.,able-to-consent
Able to provide written informed consent,able-to-consent
Able to provide written informed consent.,able-to-consent
Able to sign informed consent.,able-to-consent
"Able to understand and comply with the study procedures, understand the risks involved in the study, and provide written informed consent before any study-specific procedure is performed.",able-to-consent
"Able to understand and has provided written informed consent. A legally authorized representative may consent on behalf of a participant who is otherwise unable to provide informed consent, if acceptable to and approved by the site and/or site's Institutional Review Board (IRB)/Independent Ethics Committee (IEC).",able-to-consent
"Able to understand and has provided written informed consent. A legally authorized representative may consent on behalf of a participant who is otherwise unable to provide informed consent, if acceptable to and approved by the site and/or site's IRB/IEC.",able-to-consent
